system,basis,kmesh,nk,tp,tw,td,t_osv,nocc,nmo,npairs_strong,npairs_weak,npairs_dist,npairs_total,osv_avg,pno_avg,e_corr,e_kmp2_ref,err_vs_kmp2_pct,wall_total,node,run_date
ammonia,cc-pVDZ,2x2x2,8,1e-06,3e-06,1e-08,3e-05,128,896,,,0,2048,42.0,7.0,-0.787168829095198,,,313.82,worker5179,2026-07-08
ammonia,cc-pVDZ,2x2x2,8,1e-07,0.0001,1e-06,3e-05,128,896,,,168,2048,42.0,18.0,-0.786167653013936,,,76.5,worker5310,2026-07-06
ammonia,cc-pVDZ,2x2x2,8,1e-07,0.0001,1e-08,3e-05,128,896,,,0,2048,42.0,18.0,-0.786186524307822,,,82.68,worker5311,2026-07-06
ammonia,cc-pVDZ,2x2x2,8,1e-07,0.001,1e-08,3e-05,128,896,,,0,2048,42.0,31.0,-0.784128585449534,,,25.97,worker7041,2026-07-06
ammonia,cc-pVDZ,2x2x2,8,1e-07,0,1e-08,3e-05,128,896,,,0,2048,42.0,7.0,-0.787866402552111,,,563.26,worker5163,2026-07-06
ammonia,cc-pVDZ,2x2x2,8,1e-07,1e-05,1e-06,3e-05,128,896,,,168,2048,42.0,10.0,-0.787639670055825,,,195.98,worker5312,2026-07-06
ammonia,cc-pVDZ,2x2x2,8,1e-07,1e-05,1e-08,3e-05,128,896,,,0,2048,42.0,10.0,-0.787658541715486,,,198.08,worker5313,2026-07-06
ammonia,cc-pVDZ,2x2x2,8,1e-07,3e-05,1e-08,3e-05,128,896,,,0,2048,42.0,12.0,-0.787035585014512,,,53.78,worker7041,2026-07-06
ammonia,cc-pVDZ,2x2x2,8,1e-07,3e-06,1e-05,3e-05,128,896,,,1108,2048,42.0,10.0,-0.787054410811962,,,79.48,worker7008,2026-07-06
ammonia,cc-pVDZ,2x2x2,8,1e-07,3e-06,1e-06,3e-05,128,896,,,168,2048,42.0,8.0,-0.787742805477691,,,294.31,worker5314,2026-07-06
ammonia,cc-pVDZ,2x2x2,8,1e-07,3e-06,1e-07,3e-05,128,896,,,0,2048,42.0,8.0,-0.787761677169699,,,314.72,worker5315,2026-07-06
ammonia,cc-pVDZ,2x2x2,8,1e-08,0.0001,1e-06,3e-05,128,896,,,168,2048,42.0,29.0,-0.786399777744261,,,73.64,worker5310,2026-07-06
ammonia,cc-pVDZ,2x2x2,8,1e-08,0.0001,1e-08,3e-05,128,896,,,0,2048,42.0,29.0,-0.786418649038151,,,75.06,worker5311,2026-07-06
ammonia,cc-pVDZ,2x2x2,8,1e-08,0.001,1e-08,3e-05,128,896,,,0,2048,42.0,39.0,-0.784257001783814,,,25.94,worker7041,2026-07-06
ammonia,cc-pVDZ,2x2x2,8,1e-08,0,1e-08,3e-05,128,896,,,0,2048,42.0,11.0,-0.78821648541982,,,568.97,worker5163,2026-07-06
ammonia,cc-pVDZ,2x2x2,8,1e-08,1e-05,1e-06,3e-05,128,896,,,168,2048,42.0,17.0,-0.787975973882791,,,190.79,worker5312,2026-07-06
ammonia,cc-pVDZ,2x2x2,8,1e-08,1e-05,1e-08,3e-05,128,896,,,0,2048,42.0,17.0,-0.787994845588435,,,188.88,worker5313,2026-07-06
ammonia,cc-pVDZ,2x2x2,8,1e-08,3e-05,1e-08,3e-05,128,896,,,0,2048,42.0,22.0,-0.78733511653304,,,51.55,worker7041,2026-07-06
ammonia,cc-pVDZ,2x2x2,8,1e-08,3e-06,1e-05,3e-05,128,896,,,1108,2048,42.0,17.0,-0.787382580996555,,,75.73,worker7008,2026-07-06
ammonia,cc-pVDZ,2x2x2,8,1e-08,3e-06,1e-06,3e-05,128,896,,,168,2048,42.0,14.0,-0.788085795949378,,,311.69,worker5314,2026-07-06
ammonia,cc-pVDZ,2x2x2,8,1e-08,3e-06,1e-07,3e-05,128,896,,,0,2048,42.0,14.0,-0.788104667699417,,,308.86,worker5315,2026-07-06
ammonia,cc-pVDZ,2x2x2,8,1e-08,3e-06,1e-08,3e-05,128,896,1348,700,0,2048,42.0,14.0,-0.788104667699416,-0.788575725,0.06,52.59,worker7003,2026-07-29
ammonia,cc-pVDZ,2x2x2,8,1e-10,3e-06,1e-08,3e-06,128,896,,,0,2048,87.0,48.0,-0.788422429270802,,,422.79,worker7002,2026-07-08
ammonia,cc-pVDZ,2x2x2,8,3e-07,3e-06,1e-08,3e-05,128,896,,,0,2048,42.0,7.0,-0.787446535139282,,,304.61,worker5179,2026-07-08
ammonia,cc-pVDZ,3x3x3,27,1e-06,3e-06,1e-08,3e-05,432,3024,,,0,6912,42.0,7.0,-0.789835762095493,,,1154.19,worker5179,2026-07-08
ammonia,cc-pVDZ,3x3x3,27,1e-07,0.0001,1e-06,3e-05,432,3024,,,4302,6912,42.0,18.0,-0.788810985909372,,,219.83,worker7366,2026-07-06
ammonia,cc-pVDZ,3x3x3,27,1e-07,0.0001,1e-08,3e-05,432,3024,,,0,6912,42.0,18.0,-0.788895440889824,,,323.54,worker7367,2026-07-06
ammonia,cc-pVDZ,3x3x3,27,1e-07,0,1e-08,3e-05,432,3024,,,0,6912,42.0,5.0,-0.790649267273275,,,1859.87,worker7365,2026-07-06
ammonia,cc-pVDZ,3x3x3,27,1e-07,1e-05,1e-06,3e-05,432,3024,,,4302,6912,42.0,10.0,-0.790194314398251,,,580.49,worker5202,2026-07-06
ammonia,cc-pVDZ,3x3x3,27,1e-07,1e-05,1e-08,3e-05,432,3024,,,0,6912,42.0,10.0,-0.79027876903955,,,1113.83,worker5203,2026-07-06
ammonia,cc-pVDZ,3x3x3,27,1e-07,3e-06,1e-06,3e-05,432,3024,,,4302,6912,42.0,8.0,-0.79033007710657,,,722.61,worker5204,2026-07-06
ammonia,cc-pVDZ,3x3x3,27,1e-07,3e-06,1e-07,3e-05,432,3024,,,798,6912,42.0,8.0,-0.790410436282454,,,975.59,worker5205,2026-07-06
ammonia,cc-pVDZ,3x3x3,27,1e-08,0.0001,1e-06,3e-05,432,3024,,,4302,6912,42.0,29.0,-0.789044293308939,,,207.99,worker7366,2026-07-06
ammonia,cc-pVDZ,3x3x3,27,1e-08,0.0001,1e-08,3e-05,432,3024,256,6656,0,6912,42.0,29.0,-0.789128747704372,,,297.47,worker7297,2026-07-26
ammonia,cc-pVDZ,3x3x3,27,1e-08,0,1e-08,3e-05,432,3024,6912,0,0,6912,42.0,6.0,-0.791000780194612,,,512.8,worker7297,2026-07-26
ammonia,cc-pVDZ,3x3x3,27,1e-08,1e-05,1e-06,3e-05,432,3024,,,4302,6912,42.0,17.0,-0.790525534086965,,,627.96,worker5202,2026-07-06
ammonia,cc-pVDZ,3x3x3,27,1e-08,1e-05,1e-08,3e-05,432,3024,928,5984,0,6912,42.0,17.0,-0.790609988258188,,,312.59,worker7297,2026-07-26
ammonia,cc-pVDZ,3x3x3,27,1e-08,3e-06,1e-06,3e-05,432,3024,,,4302,6912,42.0,13.0,-0.790669429446209,,,693.96,worker5204,2026-07-06
ammonia,cc-pVDZ,3x3x3,27,1e-08,3e-06,1e-07,3e-05,432,3024,,,798,6912,42.0,13.0,-0.790749788614731,,,1182.76,worker5205,2026-07-06
ammonia,cc-pVDZ,3x3x3,27,1e-08,3e-06,1e-08,3e-05,432,3024,1408,5504,0,6912,42.0,13.0,-0.790753882272526,-0.7913846825,0.08,356.2,worker7003,2026-07-29
ammonia,cc-pVDZ,3x3x3,27,1e-10,3e-06,1e-08,3e-06,432,3024,,,0,6912,87.0,43.0,-0.791052975626453,,,778.35,worker7002,2026-07-08
ammonia,cc-pVDZ,3x3x3,27,3e-07,3e-06,1e-08,3e-05,432,3024,,,0,6912,42.0,7.0,-0.790115958966793,,,1170.46,worker5179,2026-07-08
ammonia,cc-pVQZ,1x1x1,1,1e-06,3e-06,1e-08,3e-05,16,564,,,0,256,105.0,27.0,-1.00243200896529,,,39.19,worker5426,2026-07-08
ammonia,cc-pVQZ,1x1x1,1,1e-07,3e-06,1e-08,3e-05,16,564,,,0,256,105.0,42.0,-1.00322018777415,,,38.87,worker5426,2026-07-08
ammonia,cc-pVQZ,1x1x1,1,1e-09,3e-06,1e-08,1.05409e-05,16,564,,,0,256,137.0,132.0,-1.00390503486214,,,42.07,worker5426,2026-07-08
ammonia,cc-pVQZ,1x1x1,1,1e-10,3e-06,1e-08,3e-06,16,564,,,0,256,185.0,207.0,-1.00400744488499,,,87.43,worker5443,2026-07-08
ammonia,cc-pVQZ,2x2x2,8,1e-06,3e-06,1e-08,3e-05,128,4512,,,0,2048,107.0,9.0,-1.04495346593063,,,1352.43,worker5426,2026-07-08
ammonia,cc-pVQZ,2x2x2,8,1e-08,3e-06,1e-08,3e-05,128,4512,,,0,2048,107.0,22.0,-1.04619452090054,,,851.49,worker7008,2026-07-08
ammonia,cc-pVQZ,2x2x2,8,1e-10,3e-06,1e-08,3e-06,128,4512,,,0,2048,199.0,91.0,-1.04694733718356,,,3116.66,worker5443,2026-07-08
ammonia,cc-pVQZ,2x2x2,8,3e-07,3e-06,1e-08,3e-05,128,4512,,,0,2048,107.0,10.0,-1.04538104980811,,,1353.46,worker5426,2026-07-08
ammonia,cc-pVTZ,2x2x2,8,1e-06,3e-06,1e-08,3e-05,128,2272,,,0,2048,80.0,8.0,-0.983723276805652,,,341.67,worker7044,2026-07-08
ammonia,cc-pVTZ,2x2x2,8,1e-08,3e-06,1e-08,3e-05,128,2272,,,0,2048,80.0,20.0,-0.984865690849999,,,400.28,worker7008,2026-07-08
ammonia,cc-pVTZ,2x2x2,8,1e-10,3e-06,1e-08,3e-06,128,2272,,,0,2048,150.0,74.0,-0.985374580606815,,,1939.8,worker5340,2026-07-08
ammonia,cc-pVTZ,2x2x2,8,3e-07,3e-06,1e-08,3e-05,128,2272,,,0,2048,80.0,9.0,-0.984131754390358,,,324.22,worker7044,2026-07-08
ammonia,cc-pVTZ,3x3x3,27,1e-06,3e-06,1e-08,3e-05,432,7668,,,0,6912,80.0,8.0,-0.987017469683886,,,2160.74,worker7044,2026-07-08
ammonia,cc-pVTZ,3x3x3,27,1e-10,3e-06,1e-08,3e-06,432,7668,,,0,6912,150.0,65.0,-0.98865861366888,,,7330.61,worker5340,2026-07-08
benzene,cc-pVDZ,2x2x2,8,1e-08,3e-06,1e-08,3e-05,480,3456,,,0,28800,71.0,17.0,-3.26027180824296,,,4391.94,worker7074,2026-07-08
benzene,cc-pVTZ,2x2x2,8,1e-08,3e-06,1e-08,3e-05,480,8256,,,0,28800,114.0,20.0,-3.93158058459063,,,13910.33,worker7074,2026-07-08
bn,pob-TZVP,5x5x1,25,1e-07,0.0001,1e-06,3e-05,100,850,,,8,400,79.0,28.0,-0.217788227051538,,,41.18,worker5089,2026-07-06
bn,pob-TZVP,5x5x1,25,1e-07,0.0001,1e-08,3e-05,100,850,,,0,400,79.0,28.0,-0.217792499286681,,,47.06,worker5090,2026-07-06
bn,pob-TZVP,5x5x1,25,1e-07,0,1e-08,3e-05,100,850,,,0,400,79.0,13.0,-0.218411921154039,,,112.56,worker5088,2026-07-06
bn,pob-TZVP,5x5x1,25,1e-07,1e-05,1e-06,3e-05,100,850,,,8,400,79.0,17.0,-0.218312766196944,,,78.5,worker5275,2026-07-06
bn,pob-TZVP,5x5x1,25,1e-07,1e-05,1e-08,3e-05,100,850,,,0,400,79.0,17.0,-0.218317038317453,,,80.17,worker5276,2026-07-06
bn,pob-TZVP,5x5x1,25,1e-07,3e-06,1e-05,3e-05,100,850,,,180,400,79.0,19.0,-0.217796594438263,,,24.83,worker7350,2026-07-06
bn,pob-TZVP,5x5x1,25,1e-07,3e-06,1e-06,3e-05,100,850,,,8,400,79.0,14.0,-0.218396140425885,,,99.9,worker5277,2026-07-06
bn,pob-TZVP,5x5x1,25,1e-07,3e-06,1e-07,3e-05,100,850,,,0,400,79.0,14.0,-0.218401216806863,,,53.01,worker7364,2026-07-06
bn,pob-TZVP,5x5x1,25,1e-08,0.0001,1e-06,3e-05,100,850,,,8,400,79.0,48.0,-0.217935960686163,,,39.39,worker5089,2026-07-06
bn,pob-TZVP,5x5x1,25,1e-08,0.0001,1e-08,3e-05,100,850,,,0,400,79.0,48.0,-0.217940232921309,,,43.1,worker5090,2026-07-06
bn,pob-TZVP,5x5x1,25,1e-08,0,1e-08,3e-05,100,850,400,0,0,400,79.0,24.0,-0.218615795945527,,,19.16,worker6150,2026-08-03
bn,pob-TZVP,5x5x1,25,1e-08,1e-05,1e-06,3e-05,100,850,,,8,400,79.0,31.0,-0.218507124029451,,,78.92,worker5275,2026-07-06
bn,pob-TZVP,5x5x1,25,1e-08,1e-05,1e-08,3e-05,100,850,,,0,400,79.0,31.0,-0.218511396142016,,,79.23,worker5276,2026-07-06
bn,pob-TZVP,5x5x1,25,1e-08,3e-06,1e-05,3e-05,100,850,,,180,400,79.0,35.0,-0.217980595309709,,,25.48,worker7350,2026-07-06
bn,pob-TZVP,5x5x1,25,1e-08,3e-06,1e-06,3e-05,100,850,,,8,400,79.0,25.0,-0.218598760984183,,,107.21,worker5277,2026-07-06
bn,pob-TZVP,5x5x1,25,1e-08,3e-06,1e-07,3e-05,100,850,,,0,400,79.0,25.0,-0.218603921428028,,,57.12,worker7364,2026-07-06
bn,pob-TZVP,5x5x1,25,1e-08,3e-06,1e-08,3e-05,100,850,370,30,0,400,79.0,25.0,-0.218603921428002,,,18.77,worker6150,2026-08-03
bn,pob-TZVP,5x5x1,25,1e-10,3e-06,1e-08,3e-06,100,850,,,0,400,169.0,86.0,-0.218809317914579,,,315.96,worker5088,2026-07-08
bn,pob-TZVP,5x5x1,25,3e-07,3e-06,1e-08,3e-05,100,850,,,0,400,79.0,11.0,-0.21820455538228,,,51.9,worker7354,2026-07-08
bn,pob-TZVP,7x7x1,49,1e-07,0.0001,1e-06,3e-05,196,1666,,,220,784,79.0,28.0,-0.217677248997299,,,137.4,worker5089,2026-07-06
bn,pob-TZVP,7x7x1,49,1e-07,0.0001,1e-08,3e-05,196,1666,,,0,784,79.0,28.0,-0.21768789309564,,,167.62,worker5090,2026-07-06
bn,pob-TZVP,7x7x1,49,1e-07,0,1e-08,3e-05,196,1666,,,0,784,79.0,9.0,-0.218291923156239,,,362.67,worker5088,2026-07-06
bn,pob-TZVP,7x7x1,49,1e-07,1e-05,1e-06,3e-05,196,1666,,,220,784,79.0,17.0,-0.218161990243859,,,176.16,worker5275,2026-07-06
bn,pob-TZVP,7x7x1,49,1e-07,1e-05,1e-08,3e-05,196,1666,,,0,784,79.0,17.0,-0.218172632969077,,,193.8,worker5276,2026-07-06
bn,pob-TZVP,7x7x1,49,1e-07,3e-06,1e-05,3e-05,196,1666,,,574,784,79.0,19.0,-0.215763582901569,,,44.88,worker7350,2026-07-06
bn,pob-TZVP,7x7x1,49,1e-07,3e-06,1e-06,3e-05,196,1666,,,220,784,79.0,14.0,-0.218223623181773,,,194.07,worker5277,2026-07-06
bn,pob-TZVP,7x7x1,49,1e-07,3e-06,1e-07,3e-05,196,1666,,,0,784,79.0,14.0,-0.218234263681661,,,92.05,worker7364,2026-07-06
bn,pob-TZVP,7x7x1,49,1e-08,0.0001,1e-06,3e-05,196,1666,,,220,784,79.0,48.0,-0.217828650868612,,,125.2,worker5089,2026-07-06
bn,pob-TZVP,7x7x1,49,1e-08,0.0001,1e-08,3e-05,196,1666,,,0,784,79.0,48.0,-0.217839294966951,,,157.02,worker5090,2026-07-06
bn,pob-TZVP,7x7x1,49,1e-08,0,1e-08,3e-05,196,1666,784,0,0,784,79.0,14.0,-0.218494885988833,,,70.62,worker6150,2026-08-03
bn,pob-TZVP,7x7x1,49,1e-08,1e-05,1e-06,3e-05,196,1666,,,220,784,79.0,31.0,-0.21835961575272,,,174.31,worker5275,2026-07-06
bn,pob-TZVP,7x7x1,49,1e-08,1e-05,1e-08,3e-05,196,1666,,,0,784,79.0,31.0,-0.218370258219315,,,195.36,worker5276,2026-07-06
bn,pob-TZVP,7x7x1,49,1e-08,3e-06,1e-05,3e-05,196,1666,,,574,784,79.0,34.0,-0.215938029477228,,,45.47,worker7350,2026-07-06
bn,pob-TZVP,7x7x1,49,1e-08,3e-06,1e-06,3e-05,196,1666,,,220,784,79.0,26.0,-0.218424406839507,,,194.05,worker5277,2026-07-06
bn,pob-TZVP,7x7x1,49,1e-08,3e-06,1e-07,3e-05,196,1666,,,0,784,79.0,26.0,-0.21843504686844,,,86.33,worker7364,2026-07-06
bn,pob-TZVP,7x7x1,49,1e-08,3e-06,1e-08,3e-05,196,1666,346,438,0,784,79.0,26.0,-0.218435046868472,,,56.41,worker6150,2026-08-03
bn,pob-TZVP,7x7x1,49,1e-10,3e-06,1e-08,3e-06,196,1666,,,0,784,169.0,87.0,-0.218621914295402,,,706.38,worker5088,2026-07-08
bn,pob-TZVP,7x7x1,49,3e-07,3e-06,1e-08,3e-05,196,1666,,,0,784,79.0,12.0,-0.218043041320597,,,87.24,worker7354,2026-07-08
bn,pob-TZVP,9x9x1,81,1e-06,3e-06,1e-08,3e-05,324,2754,346,950,0,1296,79.0,10.0,-0.217787017155908,-0.2186923699,0.41,170.6,worker6019,2026-07-29
bn,pob-TZVP,9x9x1,81,1e-07,0.0001,1e-06,3e-05,324,2754,,,698,1296,79.0,28.0,-0.217718031399711,,,355.49,worker5089,2026-07-06
bn,pob-TZVP,9x9x1,81,1e-07,0.0001,1e-08,3e-05,324,2754,,,0,1296,79.0,28.0,-0.217666461440191,,,596.37,worker5090,2026-07-06
bn,pob-TZVP,9x9x1,81,1e-07,0,1e-08,3e-05,324,2754,,,0,1296,79.0,6.0,-0.218264637454933,,,1080.61,worker5088,2026-07-06
bn,pob-TZVP,9x9x1,81,1e-07,1e-05,1e-06,3e-05,324,2754,,,698,1296,79.0,17.0,-0.21819898385576,,,427.78,worker5275,2026-07-06
bn,pob-TZVP,9x9x1,81,1e-07,1e-05,1e-08,3e-05,324,2754,,,0,1296,79.0,17.0,-0.218147412017772,,,658.46,worker5276,2026-07-06
bn,pob-TZVP,9x9x1,81,1e-07,3e-06,1e-05,3e-05,324,2754,,,1052,1296,79.0,16.0,-0.204010954607582,,,113.43,worker7350,2026-07-06
bn,pob-TZVP,9x9x1,81,1e-07,3e-06,1e-06,3e-05,324,2754,,,698,1296,79.0,14.0,-0.218258849839278,,,404.77,worker5277,2026-07-06
bn,pob-TZVP,9x9x1,81,1e-07,3e-06,1e-07,3e-05,324,2754,,,66,1296,79.0,14.0,-0.218207297748851,,,211.76,worker7364,2026-07-06
bn,pob-TZVP,9x9x1,81,1e-07,3e-06,1e-08,3e-05,324,2754,346,950,0,1296,79.0,14.0,-0.218207275521135,-0.2186923699,0.22,163.69,worker6019,2026-07-29
bn,pob-TZVP,9x9x1,81,1e-08,0.0001,1e-06,3e-05,324,2754,,,698,1296,79.0,48.0,-0.217868505071802,,,334.36,worker5089,2026-07-06
bn,pob-TZVP,9x9x1,81,1e-08,0.0001,1e-08,3e-05,324,2754,112,1184,0,1296,79.0,48.0,-0.217816935112231,,,173.14,worker7051,2026-07-26
bn,pob-TZVP,9x9x1,81,1e-08,0,1e-08,3e-05,324,2754,1296,0,0,1296,79.0,10.0,-0.21846389932501,,,205.9,worker6150,2026-08-03
bn,pob-TZVP,9x9x1,81,1e-08,1e-05,1e-06,3e-05,324,2754,,,698,1296,79.0,31.0,-0.218395018171993,,,399.66,worker5275,2026-07-06
bn,pob-TZVP,9x9x1,81,1e-08,1e-05,1e-08,3e-05,324,2754,268,1028,0,1296,79.0,31.0,-0.218343446086407,,,177.78,worker7051,2026-07-26
bn,pob-TZVP,9x9x1,81,1e-08,3e-06,1e-05,3e-05,324,2754,,,1052,1296,79.0,30.0,-0.000762584913667602,,,119.37,worker7350,2026-07-06
bn,pob-TZVP,9x9x1,81,1e-08,3e-06,1e-06,3e-05,324,2754,,,698,1296,79.0,26.0,-0.218457460070337,,,402.56,worker5277,2026-07-06
bn,pob-TZVP,9x9x1,81,1e-08,3e-06,1e-07,3e-05,324,2754,,,66,1296,79.0,26.0,-0.218405907499404,,,220.61,worker7364,2026-07-06
bn,pob-TZVP,9x9x1,81,1e-08,3e-06,1e-08,3e-05,324,2754,346,950,0,1296,79.0,26.0,-0.218405885132004,,,165.55,worker6150,2026-08-03
bn,pob-TZVP,9x9x1,81,1e-09,3e-06,1e-08,3e-05,324,2754,346,950,0,1296,79.0,48.0,-0.218489057115128,-0.2186923699,0.09,176.13,worker6019,2026-07-29
bn,pob-TZVP,9x9x1,81,1e-10,3e-06,1e-08,3e-06,324,2754,,,0,1296,169.0,87.0,-0.21859361197712,,,2690.27,worker5088,2026-07-08
bn,pob-TZVP,9x9x1,81,3e-07,3e-06,1e-08,3e-05,324,2754,346,950,0,1296,79.0,12.0,-0.218015898996268,-0.2186923699,0.31,170.57,worker6019,2026-07-29
c,pob-TZVP,2x2x2,8,1e-08,3e-06,1e-08,3e-05,32,272,128,0,0,128,121.0,79.0,-0.24934691022525,-0.2496472295,0.12,7.54,worker6002,2026-07-29
c,pob-TZVP,2x2x2,8,1e-10,3e-06,1e-08,3e-06,32,272,,,0,128,183.0,170.0,-0.249627212841615,,,19.76,worker6070,2026-07-08
c,pob-TZVP,2x2x2,8,3e-07,3e-06,1e-08,3e-05,32,272,,,0,128,121.0,33.0,-0.2485464367499,,,8.8,worker6070,2026-07-08
c,pob-TZVP,3x3x3,27,1e-08,3e-06,1e-08,3e-05,108,918,432,0,0,432,98.0,37.0,-0.266441772816282,-0.2672194252,0.29,36.69,worker6002,2026-07-29
c,pob-TZVP,3x3x3,27,1e-10,3e-06,1e-08,3e-06,108,918,,,0,432,255.0,147.0,-0.267126231982861,,,238.08,worker6182,2026-07-08
c,pob-TZVP,3x3x3,27,3e-07,3e-06,1e-08,3e-05,108,918,,,0,432,98.0,13.0,-0.2654791253969,,,74.38,worker6175,2026-07-08
c,pob-TZVP,4x4x4,64,1e-06,3e-06,1e-08,3e-05,256,2176,1009,15,0,1024,158.0,13.0,-0.272020541498356,-0.2748730248,1.04,290.34,worker6016,2026-07-29
c,pob-TZVP,4x4x4,64,1e-07,3e-06,1e-08,3e-05,256,2176,1009,15,0,1024,158.0,17.0,-0.273037291047591,-0.2748730248,0.67,285.75,worker6016,2026-07-29
c,pob-TZVP,4x4x4,64,1e-08,3e-06,1e-08,3e-05,256,2176,1009,15,0,1024,158.0,38.0,-0.2736615780503,-0.2748730248,0.44,326.09,worker6002,2026-07-29
c,pob-TZVP,4x4x4,64,1e-09,3e-06,1e-08,3e-05,256,2176,1009,15,0,1024,158.0,81.0,-0.274006171548944,-0.2748730248,0.32,528.8,worker6016,2026-07-29
c,pob-TZVP,4x4x4,64,1e-10,3e-06,1e-08,3e-06,256,2176,,,0,1024,456.0,185.0,-0.274748539095169,,,4120.12,worker6182,2026-07-08
c,pob-TZVP,4x4x4,64,3e-07,3e-06,1e-08,3e-05,256,2176,1009,15,0,1024,158.0,14.0,-0.272542748129853,-0.2748730248,0.85,283.78,worker6016,2026-07-29
co2,cc-pVDZ,2x2x2,8,1e-06,3e-06,1e-08,3e-05,256,1248,,,0,8192,35.0,6.0,-1.94896182424081,,,264.41,worker6138,2026-07-06
co2,cc-pVDZ,2x2x2,8,1e-07,3e-06,1e-08,3e-05,256,1248,,,0,8192,35.0,7.0,-1.94994931211723,,,270.61,worker6138,2026-07-06
co2,cc-pVDZ,2x2x2,8,1e-08,0.0001,1e-06,3e-05,256,1248,,,4220,8192,35.0,31.0,-1.9387655097709,,,240.63,worker5316,2026-07-06
co2,cc-pVDZ,2x2x2,8,1e-08,0.0001,1e-08,3e-05,256,1248,,,0,8192,35.0,31.0,-1.94921787825335,,,361.4,worker5090,2026-07-06
co2,cc-pVDZ,2x2x2,8,1e-08,0.001,1e-08,3e-05,256,1248,,,0,8192,35.0,31.0,-1.94728637295074,,,106.49,worker7195,2026-07-06
co2,cc-pVDZ,2x2x2,8,1e-08,1e-05,1e-06,3e-05,256,1248,,,4220,8192,35.0,15.0,-1.93962008931677,,,342.06,worker5140,2026-07-06
co2,cc-pVDZ,2x2x2,8,1e-08,1e-05,1e-08,3e-05,256,1248,,,0,8192,35.0,15.0,-1.95010804491198,,,474.51,worker5305,2026-07-06
co2,cc-pVDZ,2x2x2,8,1e-08,3e-05,1e-08,3e-05,256,1248,,,0,8192,35.0,21.0,-1.9494760223846,,,388.81,worker5355,2026-07-06
co2,cc-pVDZ,2x2x2,8,1e-08,3e-06,1e-05,3e-05,256,1248,,,6981,8192,35.0,16.0,-1.91677870299404,,,103.52,worker7274,2026-07-06
co2,cc-pVDZ,2x2x2,8,1e-08,3e-06,1e-07,3e-05,256,1248,,,527,8192,35.0,11.0,-1.94589818765387,,,648.89,worker5342,2026-07-06
co2,cc-pVDZ,2x2x2,8,1e-08,3e-06,1e-08,3e-05,256,1248,,,0,8192,35.0,12.0,-1.95039615494668,,,446.35,worker7023,2026-07-08
co2,cc-pVDZ,2x2x2,8,1e-09,3e-06,1e-08,1.05409e-05,256,1248,,,0,8192,41.0,20.0,-1.95059892678205,,,275.11,worker6138,2026-07-06
co2,cc-pVDZ,2x2x2,8,3e-07,0.0001,1e-06,3e-05,256,1248,,,4220,8192,35.0,22.0,-1.93823418508278,,,222.45,worker5316,2026-07-06
co2,cc-pVDZ,2x2x2,8,3e-07,0.0001,1e-08,3e-05,256,1248,,,0,8192,35.0,22.0,-1.94866277041102,,,355.86,worker5090,2026-07-06
co2,cc-pVDZ,2x2x2,8,3e-07,0.001,1e-08,3e-05,256,1248,,,0,8192,35.0,22.0,-1.94677228431405,,,109.38,worker7195,2026-07-06
co2,cc-pVDZ,2x2x2,8,3e-07,1e-05,1e-06,3e-05,256,1248,,,4220,8192,35.0,8.0,-1.93888099427249,,,366.02,worker5140,2026-07-06
co2,cc-pVDZ,2x2x2,8,3e-07,1e-05,1e-08,3e-05,256,1248,,,0,8192,35.0,8.0,-1.94934145825452,,,464.74,worker5305,2026-07-06
co2,cc-pVDZ,2x2x2,8,3e-07,3e-05,1e-08,3e-05,256,1248,,,0,8192,35.0,12.0,-1.94879686742715,,,379.18,worker5355,2026-07-06
co2,cc-pVDZ,2x2x2,8,3e-07,3e-06,1e-05,3e-05,256,1248,,,6981,8192,35.0,9.0,-1.91613994964509,,,107.54,worker7274,2026-07-06
co2,cc-pVDZ,2x2x2,8,3e-07,3e-06,1e-07,3e-05,256,1248,,,527,8192,35.0,7.0,-1.94512730207536,,,591.4,worker5342,2026-07-06
co2,cc-pVQZ,2x2x2,8,1e-08,3e-06,1e-08,3e-05,256,5184,,,0,8192,98.0,18.0,-2.61205398385139,,,3061.72,worker7023,2026-07-08
co2,cc-pVTZ,2x2x2,8,1e-08,3e-06,1e-08,3e-05,256,2784,,,0,8192,66.0,14.0,-2.43166930071449,,,1164.1,worker7023,2026-07-08
ice,minao,2x2x2,8,1e-07,3e-06,1e-06,3e-05,128,192,2013,12,23,2048,7.0,3.0,-0.183699436901135,-0.1840234121,0.18,36.1,worker5015,2026-03-16
ice,minao,2x2x2,8,1e-08,0.0001,1e-06,3e-05,128,192,,,23,2048,7.0,6.0,-0.181947387246693,-0.1840234121,1.13,2.7,worker6066,2026-03-16
ice,minao,2x2x2,8,1e-08,0.0003,1e-06,3e-05,128,192,,,23,2048,7.0,6.0,-0.180431223563087,-0.1840234121,1.95,2.46,worker6059,2026-03-16
ice,minao,2x2x2,8,1e-08,0.001,1e-06,3e-05,128,192,,,23,2048,7.0,6.0,-0.179784017210967,-0.1840234121,2.3,2.12,worker6059,2026-03-16
ice,minao,2x2x2,8,1e-08,0,1e-06,3e-05,128,192,,,23,2048,7.0,3.0,-0.183979079496068,-0.1840234121,0.02,108.0,worker6059,2026-03-16
