system,basis,kmesh,nk,tp,tw,td,t_osv,nocc,nmo,npairs_strong,npairs_weak,npairs_dist,npairs_total,osv_avg,pno_avg,e_corr,e_kmp2_ref,err_vs_kmp2_pct,wall_total,node,run_date
si,pob-TZVP,4x4x4,64,1e-06,3e-06,1e-08,3e-06,256,2176,,,0,1024,488.0,17.0,-0.169189449190275,,,1796.13,worker6138,2026-07-09
si,pob-TZVP,4x4x4,64,1e-07,0.0001,1e-08,3e-05,256,2176,,,0,1024,183.0,30.0,-0.167186065323001,,,1535.5,worker5157,2026-07-06
si,pob-TZVP,4x4x4,64,1e-07,1e-05,1e-08,3e-05,256,2176,,,0,1024,183.0,23.0,-0.169448311599305,,,2893.99,worker5158,2026-07-06
si,pob-TZVP,4x4x4,64,1e-07,3e-05,1e-08,3e-05,256,2176,,,0,1024,183.0,27.0,-0.168702243670939,,,770.56,worker7182,2026-07-06
si,pob-TZVP,4x4x4,64,1e-07,3e-06,1e-08,3e-05,256,2176,972,52,0,1024,111.0,12.0,-0.169232405477396,,,219.39,worker6198,2026-08-18
si,pob-TZVP,4x4x4,64,1e-07,3e-06,1e-08,3e-06,256,2176,,,0,1024,488.0,22.0,-0.169970030693938,,,1870.63,worker6138,2026-07-09
si,pob-TZVP,4x4x4,64,1e-08,0.0001,1e-08,3e-05,256,2176,,,0,1024,183.0,67.0,-0.167545439295905,,,1360.67,worker5157,2026-07-06
si,pob-TZVP,4x4x4,64,1e-08,1e-05,1e-08,3e-05,256,2176,,,0,1024,183.0,54.0,-0.169997494647342,,,3628.99,worker5158,2026-07-06
si,pob-TZVP,4x4x4,64,1e-08,3e-05,1e-08,3e-05,256,2176,,,0,1024,183.0,63.0,-0.169202329572935,,,938.32,worker7182,2026-07-06
si,pob-TZVP,4x4x4,64,1e-08,3e-06,1e-08,0.0001,256,2176,991,33,0,1024,89.0,42.0,-0.168913768684934,,,300.78,worker7332,2026-07-26
si,pob-TZVP,4x4x4,64,1e-08,3e-06,1e-08,1e-05,256,2176,991,33,0,1024,309.0,48.0,-0.170494024100166,,,866.59,worker7332,2026-07-26
si,pob-TZVP,4x4x4,64,1e-08,3e-06,1e-08,3e-05,256,2176,991,33,0,1024,183.0,47.0,-0.170263486194755,,,453.15,worker7332,2026-07-27
si,pob-TZVP,4x4x4,64,1e-08,3e-06,1e-08,3e-06,256,2176,991,33,0,1024,488.0,49.0,-0.170545111113607,,,1913.08,worker7332,2026-07-26
si,pob-TZVP,4x4x4,64,1e-09,3e-06,1e-08,1.05409e-05,256,2176,991,33,0,1024,300.0,110.0,-0.170757024865586,,,1598.39,worker7048,2026-07-26
si,pob-TZVP,4x4x4,64,1e-09,3e-06,1e-08,3e-06,256,2176,,,0,1024,488.0,112.0,-0.170820130746351,,,3242.99,worker6138,2026-07-09
si,pob-TZVP,4x4x4,64,1e-10,3e-06,1e-08,1e-05,256,2176,,,0,1024,309.0,223.0,-0.170879057409603,,,6944.89,worker7022,2026-07-06
si,pob-TZVP,4x4x4,64,1e-10,3e-06,1e-08,3e-06,256,2176,,,0,1024,488.0,232.0,-0.170935618939352,,,5315.49,worker6138,2026-07-09
si,pob-TZVP,4x4x4,64,3e-07,3e-06,1e-08,3e-05,256,2176,,,0,1024,183.0,16.0,-0.169288990132448,,,1052.81,worker7175,2026-07-08
urea,cc-pVDZ,2x2x2,8,1e-08,3e-06,1e-08,3e-05,192,1152,,,0,4608,51.0,14.0,-1.32409607541351,,,394.32,worker7222,2026-07-08
urea,cc-pVQZ,2x2x2,8,1e-08,3e-06,1e-08,3e-05,192,5312,,,0,4608,118.0,23.0,-1.77582771385793,,,1783.41,worker7222,2026-07-08
urea,cc-pVTZ,2x2x2,8,1e-08,3e-06,1e-08,3e-05,192,2752,,,0,4608,100.0,22.0,-1.65845202366776,,,1030.71,worker7222,2026-07-08
